"ST","PWGTP","AGEP","CIT","COW","SCHL","SEX","WAGP","ESR","FOD1P","INDP","NAICSP","POWSP"
6,70,57,1,"Self-employed","Master's Degree","Male",0,"Employed","MATH",7280,"5412",6
6,34,66,1,"Private non-profit","Bachelor's Degree","Male",69000,"Employed","COMPUTER SCIENCE",9160,"8131",6
6,121,69,1,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
6,86,23,5,"Private profit","Bachelor's Degree","Female",35000,"Employed","MATH",7270,"5411",6
6,160,26,1,"Private profit","Master's Degree","Male",100000,"Employed","FINANCE",6970,"52M2",6
6,65,48,4,"Private profit","Bachelor's Degree","Male",60000,"Employed","COMPUTER SCIENCE",5790,"4MS",6
6,59,36,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
6,50,72,1,"Local government","Bachelor's Degree","Male",20000,"Not in labor force","MATH",9370,"9211MP",NA
6,32,54,1,NA,"Professional degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
6,73,34,4,"Private non-profit","Bachelor's Degree","Male",73000,"Employed","STATISTICS",7860,"6111",6
6,50,41,1,"Private profit","Bachelor's Degree","Male",50000,"Employed","COMPUTER SCIENCE",8680,"722Z",6
6,103,43,4,"Private profit","Bachelor's Degree","Male",27600,"Employed","FINANCE",1680,"3152",6
6,87,48,1,"State government","Bachelor's Degree","Female",145000,"Employed","FINANCE",7870,"611M1",6
6,82,54,1,"Local government","Bachelor's Degree","Female",4000,"Unemployed","FINANCE",7860,"6111",NA
6,76,82,1,"State government","Doctorate degree","Female",5000,"Not in labor force","MATH",7870,"611M1",NA
6,57,48,1,"Private profit","Master's Degree","Male",104000,"Employed","COMPUTER SCIENCE",3390,"334M2",6
6,58,30,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","FINANCE",6670,"515",6
6,108,40,5,"Private profit","Bachelor's Degree","Female",100000,"Employed","COMPUTER SCIENCE",6690,"517Z",6
6,68,42,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","COMPUTER SCIENCE",8180,"621M",6
6,208,69,4,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",5680,"454310",NA
6,107,47,4,"Private profit","Master's Degree","Male",100000,"Employed","COMPUTER SCIENCE",3390,"334M2",6
6,108,45,4,NA,"Master's Degree","Female",0,"Not in labor force","STATISTICS",NA,"",NA
6,45,42,4,"Private profit","Bachelor's Degree","Female",90000,"Employed","STATISTICS",6480,"5111Z",6
6,171,31,1,"Private profit","Bachelor's Degree","Male",90000,"Employed","COMPUTER SCIENCE",6672,"51913",6
6,74,49,4,"Private profit","Master's Degree","Male",50000,"Employed","COMPUTER SCIENCE",3365,"3341",6
6,70,41,4,"Private profit","Master's Degree","Male",109000,"Employed","COMPUTER SCIENCE",3190,"333MS",6
6,62,82,4,"Federal government","Bachelor's Degree","Male",150000,"Employed","FINANCE",9470,"92MP",6
6,96,64,1,"Private profit","Bachelor's Degree","Female",60000,"Employed","MATH",7580,"5613",6
6,72,21,5,"Private profit","Bachelor's Degree","Male",8000,"Employed","COMPUTER SCIENCE",3895,"337",6
6,37,49,1,"Private profit","Master's Degree","Female",150000,"Employed","COMPUTER SCIENCE",3390,"334M2",6
6,57,38,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
6,53,47,1,"State government","Master's Degree","Female",98000,"Employed","MATH",7860,"6111",6
6,314,46,1,"Self-employed","Master's Degree","Male",0,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,70,64,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","MATH",6870,"52M1",NA
6,104,44,1,"Private profit","Master's Degree","Male",50000,"Employed","MATH",8370,"6241",6
6,158,51,1,"State government","Master's Degree","Female",160000,"Employed","FINANCE",9570,"92M2",6
6,64,42,4,"Private profit","Master's Degree","Male",180000,"Employed","COMPUTER SCIENCE",3370,"334M1",6
6,37,63,1,"Private profit","Doctorate degree","Male",208000,"Employed","MATH",3365,"3341",6
6,83,21,5,"Unemployed","Bachelor's Degree","Female",0,"Unemployed","MATH",9920,"9920",NA
6,65,54,1,"Private profit","Professional degree","Male",70000,"Employed","FINANCE",6970,"52M2",6
6,73,52,1,"Private profit","Bachelor's Degree","Male",421000,"Employed","COMPUTER SCIENCE",6290,"488",6
6,62,27,5,"Private profit","Master's Degree","Female",7000,"Employed","FINANCE",4795,"443142",6
6,66,59,1,"Private profit","Bachelor's Degree","Male",140000,"Employed","MATH",7290,"5413",6
6,60,25,1,"Private profit","Bachelor's Degree","Male",35000,"Employed","STATISTICS",7470,"5418",6
6,63,68,1,"Self-employed","Bachelor's Degree","Male",0,"Not in labor force","MATH",4390,"4243",NA
6,56,58,1,"Local government","Bachelor's Degree","Female",46000,"Employed","FINANCE",9370,"9211MP",6
6,54,31,5,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",1090,"3114",NA
6,108,35,1,"Private profit","Master's Degree","Male",421000,"Employed","COMPUTER SCIENCE",4795,"443142",6
6,60,55,4,"Self-employed","Bachelor's Degree","Female",0,"Employed","MATH",6990,"524",6
6,32,35,1,"Federal government","Doctorate degree","Female",112000,"Employed","MATH",7460,"5417",6
6,32,35,1,"Private profit","Doctorate degree","Male",421000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,49,65,4,"Self-employed","Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",7070,"531",NA
6,100,31,1,"Private non-profit","Master's Degree","Male",125000,"Employed","COMPUTER SCIENCE",7460,"5417",6
6,134,42,1,"Self-employed","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",770,"23",6
6,57,34,5,"Private profit","Doctorate degree","Male",125000,"Employed","MATH",7460,"5417",6
6,75,54,1,"State government","Master's Degree","Male",95000,"Employed/Not at work","MATH",7870,"611M1",NA
6,32,50,4,"Private profit","Bachelor's Degree","Male",135000,"Employed","COMPUTER SCIENCE",3390,"334M2",6
6,87,74,1,"Federal government","Doctorate degree","Male",155000,"Employed","MATH",9570,"92M2",6
6,80,54,5,"Private profit","Doctorate degree","Female",9000,"Employed","MATH",7460,"5417",6
6,240,35,4,"Private non-profit","Master's Degree","Female",60000,"Employed","FINANCE",7270,"5411",6
6,57,30,1,"Private profit","Master's Degree","Female",150000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,89,24,5,"Private profit","Bachelor's Degree","Male",16000,"Not in labor force","MATH",7460,"5417",NA
6,77,50,4,"Private profit","Bachelor's Degree","Female",48400,"Employed","COMPUTER SCIENCE",7370,"5414",6
6,70,69,1,"Local government","Master's Degree","Male",90000,"Employed/Not at work","MATH",7860,"6111",NA
6,77,27,5,"Private profit","Master's Degree","Male",23000,"Employed","MATH",4795,"443142",6
6,48,60,1,"Private profit","Bachelor's Degree","Male",60000,"Employed","COMPUTER SCIENCE",3365,"3341",6
6,115,43,5,"Private non-profit","Master's Degree","Female",35000,"Employed","COMPUTER SCIENCE",7870,"611M1",6
6,61,43,4,"Private profit","Bachelor's Degree","Male",60000,"Employed","FINANCE",7860,"6111",6
6,53,49,4,"Private profit","Master's Degree","Male",170000,"Employed","FINANCE",3365,"3341",6
6,69,32,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","FINANCE",770,"23",6
6,80,47,1,"Self-employed","Bachelor's Degree","Male",180000,"Employed","FINANCE",7390,"5416",6
6,55,61,1,"Private profit","Bachelor's Degree","Male",75000,"Employed","MATH",7380,"5415",6
6,98,48,1,"Private profit","Bachelor's Degree","Male",85000,"Employed","MATH",6990,"524",6
6,102,37,5,"Private profit","Bachelor's Degree","Male",165000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,104,39,5,"Self-employed","Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",7380,"5415",NA
6,38,42,1,"Private profit","Professional degree","Female",95000,"Employed","FINANCE",3590,"33641M2",6
6,42,47,1,"Private profit","Bachelor's Degree","Female",86000,"Employed","COMPUTER SCIENCE",490,"213",6
6,98,32,5,"Private profit","Master's Degree","Male",160000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,202,50,1,"Private profit","Bachelor's Degree","Male",60000,"Employed","COMPUTER SCIENCE",1370,"3121",6
6,49,59,5,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
6,100,76,4,"Private profit","Master's Degree","Male",27000,"Employed","FINANCE",6890,"522M",6
6,146,39,1,"Local government","Bachelor's Degree","Female",70000,"Employed/Not at work","MATH",7860,"6111",NA
6,27,25,1,"State government","Master's Degree","Male",23600,"Employed","MATH",7870,"611M1",6
6,38,47,1,"Local government","Master's Degree","Male",74000,"Employed","FINANCE",670,"2213M",6
6,256,25,1,"Private profit","Bachelor's Degree","Female",71000,"Employed","COMPUTER SCIENCE",6780,"5191ZM",6
6,111,31,1,"Private profit","Master's Degree","Male",107000,"Employed","COMPUTER SCIENCE",6695,"5182",6
6,92,41,1,"Private profit","Master's Degree","Female",14500,"Not in labor force","COMPUTER SCIENCE",8090,"6214",NA
6,289,48,1,"Local government","Bachelor's Degree","Male",0,"Not in labor force","FINANCE",9470,"92MP",NA
6,100,64,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
6,97,36,5,"Private profit","Bachelor's Degree","Female",100000,"Employed","COMPUTER SCIENCE",7470,"5418",6
6,149,24,1,"Private profit","Bachelor's Degree","Female",11000,"Employed","MATH",5380,"45211",6
6,50,28,5,"Private profit","Doctorate degree","Female",60000,"Employed","COMPUTER SCIENCE",7290,"5413",6
6,436,50,4,"Private profit","Master's Degree","Male",122000,"Employed","COMPUTER SCIENCE",3390,"334M2",6
6,36,41,1,"Self-employed","Master's Degree","Male",12500,"Employed","FINANCE",6970,"52M2",6
6,94,54,1,"Private non-profit","Doctorate degree","Male",145000,"Employed","MATH",7460,"5417",6
6,64,46,1,"Private profit","Bachelor's Degree","Male",200000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,49,52,1,"Private profit","Bachelor's Degree","Male",160000,"Employed","COMPUTER SCIENCE",8590,"713Z",6
6,105,56,4,"Private profit","Bachelor's Degree","Male",100000,"Employed","FINANCE",8190,"622",6
6,268,48,4,"Private non-profit","Bachelor's Degree","Female",0,"Unemployed","FINANCE",8370,"6241",NA
6,32,38,4,"Self-employed","Bachelor's Degree","Male",100000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,103,42,5,"Self-employed","Master's Degree","Female",0,"Not in labor force","MATH",7390,"5416",NA
6,61,68,1,"Private profit","Master's Degree","Male",130000,"Employed","MATH",6680,"5171",6
6,193,34,5,"Private non-profit","Master's Degree","Male",14000,"Employed","COMPUTER SCIENCE",9160,"8131",6
6,156,29,1,"Private profit","Master's Degree","Male",70000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,72,55,4,"Private profit","Master's Degree","Female",135000,"Employed","COMPUTER SCIENCE",4795,"443142",6
6,78,63,1,"Private profit","Master's Degree","Female",4000,"Employed","MATH",7280,"5412",6
6,72,20,1,"Private profit","Master's Degree","Male",90000,"Employed","FINANCE",2070,"32411",6
6,177,30,1,"State government","Bachelor's Degree","Male",52000,"Employed","MATH",7860,"6111",6
6,72,43,4,"State government","Bachelor's Degree","Male",65000,"Employed","MATH",7860,"6111",6
6,64,48,1,"Self-employed","Master's Degree","Female",0,"Employed","FINANCE",6970,"52M2",6
6,152,70,1,"Private profit","Bachelor's Degree","Male",200000,"Employed","FINANCE",1270,"3118Z",6
6,93,42,1,"Private profit","Bachelor's Degree","Male",85000,"Employed","FINANCE",6970,"52M2",6
6,103,67,1,"Local government","Bachelor's Degree","Female",0,"Not in labor force","MATH",9370,"9211MP",NA
6,110,76,1,"Self-employed","Professional degree","Male",0,"Employed","COMPUTER SCIENCE",6970,"52M2",6
6,90,37,4,"Unemployed","Bachelor's Degree","Female",0,"Unemployed","FINANCE",9920,"9920",NA
6,40,43,4,"Private profit","Bachelor's Degree","Male",160000,"Employed","STATISTICS",7380,"5415",6
6,106,34,1,"Private non-profit","Master's Degree","Male",65000,"Employed","FINANCE",9160,"8131",6
6,30,39,1,"Private profit","Bachelor's Degree","Male",98000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,53,47,4,"Self-employed","Bachelor's Degree","Male",36000,"Employed","COMPUTER SCIENCE",4170,"4234",6
6,46,35,5,"Private profit","Master's Degree","Male",160000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,42,39,5,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
6,82,37,1,"Private profit","Bachelor's Degree","Female",82000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,69,38,4,"Private profit","Master's Degree","Female",45800,"Employed","STATISTICS",7870,"611M1",6
6,79,53,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","MATH",7070,"531",6
6,97,61,1,"Self-employed","Master's Degree","Male",0,"Unemployed","MATH",8680,"722Z",NA
6,94,54,1,"Unemployed","Bachelor's Degree","Female",0,"Unemployed","FINANCE",9920,"9920",NA
6,46,46,1,"State government","Bachelor's Degree","Male",85000,"Employed","FINANCE",9380,"92113",6
6,117,26,5,"Private profit","Bachelor's Degree","Male",25000,"Employed","COMPUTER SCIENCE",4270,"4238",6
6,117,33,1,"Private profit","Bachelor's Degree","Female",49000,"Employed/Not at work","FINANCE",6990,"524",NA
6,43,82,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
6,402,36,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","COMPUTER SCIENCE",8980,"812112",6
6,37,35,1,"Federal government","Professional degree","Male",126000,"Employed","MATH",9690,"928110P3",6
6,100,53,4,"Private profit","Bachelor's Degree","Male",36000,"Employed","FINANCE",4390,"4243",6
6,39,24,1,"Private profit","Bachelor's Degree","Male",800,"Not in labor force","FINANCE",6970,"52M2",NA
6,53,42,5,"Self-employed","Master's Degree","Male",10000,"Employed","MATH",1680,"3152",6
6,62,47,1,"Private profit","Bachelor's Degree","Male",60000,"Employed","FINANCE",4690,"4413",6
6,163,26,1,"Private profit","Bachelor's Degree","Male",80000,"Employed","COMPUTER SCIENCE",370,"211",40
6,111,39,1,"Federal government","Bachelor's Degree","Male",100000,"Employed","STATISTICS",9690,"928110P3",6
6,335,63,4,"Private profit","Bachelor's Degree","Female",50000,"Employed","COMPUTER SCIENCE",5170,"4481",6
6,605,34,5,"Private profit","Master's Degree","Male",134000,"Employed","COMPUTER SCIENCE",3365,"3341",6
6,516,32,5,"Private profit","Bachelor's Degree","Female",88000,"Employed","COMPUTER SCIENCE",7390,"5416",6
6,81,34,1,"Private profit","Bachelor's Degree","Male",101000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,55,34,1,"Private profit","Bachelor's Degree","Female",38500,"Employed","FINANCE",770,"23",6
6,94,35,1,"Private profit","Master's Degree","Female",130000,"Employed/Not at work","MATH",3390,"334M2",NA
6,75,35,5,"Private profit","Bachelor's Degree","Male",83000,"Employed/Not at work","COMPUTER SCIENCE",6290,"488",NA
6,86,46,1,"Private non-profit","Doctorate degree","Male",130000,"Employed","COMPUTER SCIENCE",7870,"611M1",6
6,32,58,1,"Local government","Master's Degree","Female",157000,"Employed","MATH",9470,"92MP",6
6,57,50,5,"Private profit","Bachelor's Degree","Female",113000,"Employed","FINANCE",6390,"493",6
6,180,65,1,"Private non-profit","Master's Degree","Female",26000,"Employed/Not at work","MATH",7870,"611M1",NA
6,65,36,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","FINANCE",570,"2211P",6
6,71,70,1,"Private profit","Bachelor's Degree","Female",88000,"Not in labor force","MATH",6990,"524",NA
6,72,60,4,"State government","Master's Degree","Female",117000,"Employed","MATH",7870,"611M1",6
6,64,50,4,"Private profit","Master's Degree","Female",72000,"Employed","COMPUTER SCIENCE",7870,"611M1",6
6,109,33,1,"Private profit","Bachelor's Degree","Male",116000,"Employed","COMPUTER SCIENCE",6670,"515",6
6,72,46,5,"Private profit","Master's Degree","Male",82000,"Employed","COMPUTER SCIENCE",4170,"4234",6
6,59,49,5,"State government","Master's Degree","Male",28000,"Employed","STATISTICS",9480,"923",6
6,59,64,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
6,63,74,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
6,46,40,1,"State government","Bachelor's Degree","Male",65000,"Employed","MATH",7860,"6111",6
6,50,38,5,"Private profit","Master's Degree","Male",65000,"Employed","COMPUTER SCIENCE",7070,"531",6
6,156,23,1,"Private profit","Bachelor's Degree","Male",25000,"Employed","COMPUTER SCIENCE",6570,"5121",6
6,67,66,1,"Self-employed","Professional degree","Male",0,"Employed","MATH",7970,"6211",6
6,145,31,1,"Private profit","Bachelor's Degree","Male",40000,"Employed","COMPUTER SCIENCE",7680,"5616",6
6,62,65,1,"Private profit","Master's Degree","Male",0,"Not in labor force","FINANCE",3590,"33641M2",NA
6,58,53,1,"Private profit","Master's Degree","Female",84000,"Employed","FINANCE",6990,"524",6
6,60,70,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",7380,"5415",NA
6,60,56,1,"Self-employed","Bachelor's Degree","Male",30000,"Employed","FINANCE",6470,"51111",6
6,318,63,1,"Self-employed","Master's Degree","Male",0,"Employed","MATH",7270,"5411",6
6,370,41,1,"Private non-profit","Bachelor's Degree","Male",12000,"Unemployed","FINANCE",7460,"5417",NA
6,15,47,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","COMPUTER SCIENCE",7890,"611M3",6
6,55,30,1,"Private profit","Bachelor's Degree","Male",61000,"Employed","MATH",7380,"5415",6
6,65,34,5,"Private profit","Bachelor's Degree","Female",52000,"Employed","COMPUTER SCIENCE",7780,"561M",6
6,62,60,1,"Private profit","Bachelor's Degree","Male",40000,"Employed","COMPUTER SCIENCE",3390,"334M2",6
6,54,50,1,"Private profit","Bachelor's Degree","Male",70000,"Employed","MATH",590,"221MP",6
6,44,56,1,"Private profit","Bachelor's Degree","Male",180000,"Employed","MATH",7290,"5413",6
6,42,55,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
6,58,31,1,"Private profit","Bachelor's Degree","Male",65000,"Employed","COMPUTER SCIENCE",7380,"5415",6
6,59,39,1,"Private profit","Master's Degree","Female",100000,"Employed","MATH",6970,"52M2",6
6,63,39,5,"Private profit","Master's Degree","Male",110000,"Employed","COMPUTER SCIENCE",3365,"3341",6
6,70,64,4,"Local government","Master's Degree","Female",0,"Not in labor force","MATH",7860,"6111",NA
6,88,27,1,"Private profit","Bachelor's Degree","Male",22000,"Employed","COMPUTER SCIENCE",7860,"6111",6
6,60,42,1,"Private profit","Bachelor's Degree","Male",77000,"Employed","MATH",1990,"3231",6
6,75,39,1,"Private profit","Bachelor's Degree","Male",50000,"Employed","STATISTICS",6480,"5111Z",6
6,57,51,1,"Private profit","Master's Degree","Male",90000,"Employed","FINANCE",6870,"52M1",6
6,64,50,1,"Private profit","Master's Degree","Male",40000,"Employed","FINANCE",1370,"3121",6
6,147,61,1,"Private profit","Bachelor's Degree","Male",6000,"Employed","FINANCE",7070,"531",6
6,86,42,1,"Private profit","Master's Degree","Male",153000,"Employed","FINANCE",3590,"33641M2",6
